Class,WorkOrderType,Param_Temperature,Param_Time,Param_Quality,Param_Boil-time,Param_Amount,Param_StirTume,Param_Pressure,Param_Humidity,Param_PercentContamination,Param_OriginalGravity,Param_FinalGravity,Param_AlcoholbyVol,Param_PrimaryFerment,Param_SecondaryFerment,Material_Pale-2-row,Matarial_Black-Patent-Malt,Matarial_Chocolate_Malt,Matarial_Roasted_Barley,Material_Carapils,Material_Rolled-oats,Material_Torrified-Wheat,Material_Northern_Brewer_Hops,Material_Fuggle,Material_Irish_Moss,Material_Yeast Irish Ale yeast starter,Material_Grapes,Material_Barley,Material_Wheat,Material_magnesium stearate,Material_yellow color 5,Material_Essence 5,Material_Vanilla extract,Material_Blackberry extract,Material_Molasses,Material_Beer,Material_sugar,Material_Milk,Material_Yoghurt
1,3,14,47,91,59,21,84,1,40,84,74,19,95,27,9,29,,89,,60,50,21,90,47,84,92,83,92,21,,47,90,65,9,19,94,,49,
0,1,28,99,28,20,24,81,12,43,34,81,4,66,12,46,71,1,74,,32,54,33,21,79,18,43,23,43,64,,69,98,39,23,18,7,,59,
1,4,52,69,36,84,81,18,82,14,27,90,50,10,52,97,39,,64,,30,97,43,46,,3,7,84,,87,,29,,64,45,,52,,88,
1,2,55,82,9,57,57,54,30,39,36,60,85,7,61,74,84,73,66,,17,83,5,53,,46,,47,,81,,30,20,29,87,,71,,77,
0,2,16,41,89,34,96,75,38,99,53,46,36,61,76,33,60,,61,,64,6,55,93,61,9,,31,,85,72,80,,54,4,16,34,82,39,
0,3,48,27,47,98,58,78,65,56,96,12,11,41,14,95,31,,63,,13,41,4,69,81,62,,8,,19,,27,,38,64,,57,,11,
0,2,44,17,41,94,35,17,90,60,72,80,4,72,64,24,59,,98,79,59,99,65,99,48,5,17,65,43,86,,53,,7,23,,93,,77,
0,4,73,78,99,3,19,22,58,80,32,74,57,82,79,51,86,84,56,88,94,49,12,18,92,81,31,81,,33,,90,38,9,63,28,90,,25,
0,2,6,69,42,78,41,72,44,80,89,91,31,38,29,52,47,35,87,68,9,54,42,32,28,26,32,29,72,39,,77,,73,1,37,49,,68,
0,3,18,17,79,85,9,37,13,9,88,34,18,87,26,47,99,,58,21,69,67,78,16,2,9,37,65,39,15,89,96,,32,9,,51,61,20,
1,1,59,31,29,7,39,28,19,42,19,47,2,93,23,64,77,56,68,17,17,78,66,72,7,36,,44,,47,73,47,,22,47,,37,95,94,
0,3,,45,12,59,,8,69,51,92,58,55,52,,,33,,18,,29,15,68,38,54,58,47,6,17,73,,74,,47,65,41,7,,19,
1,1,44,65,77,9,44,92,29,61,,4,,9,27,23,100,,17,63,88,56,52,13,20,51,74,93,45,97,,8,,37,67,84,39,,5,
0,3,,65,46,28,,39,44,86,58,52,73,17,,,8,,93,,43,2,11,9,42,61,84,5,,14,,63,,12,86,,30,,87,
0,4,66,94,29,69,38,1,12,11,,39,,63,85,35,28,49,39,,49,19,2,3,79,71,12,35,94,91,,4,,14,43,,52,,38,
1,4,28,11,36,84,22,72,90,22,,58,,31,49,5,12,,19,68,1,72,92,69,,79,20,89,95,30,,67,,52,13,17,63,,94,
1,1,74,32,27,55,20,64,67,35,93,95,45,56,89,6,87,,6,,31,81,71,6,29,53,43,3,95,92,83,51,27,58,9,75,6,45,95,
1,1,97,11,50,3,11,13,43,20,,19,,48,49,96,29,23,78,,8,77,89,54,56,48,76,30,69,64,,72,,77,3,,53,,92,
1,2,,14,36,99,,10,98,86,17,28,95,85,,,69,,74,40,8,58,79,39,18,93,,11,28,58,57,62,,78,92,,6,20,21,
0,2,88,,100,97,20,74,48,94,81,51,71,54,83,69,76,,99,80,62,57,5,4,48,16,56,61,,5,,74,,27,95,64,32,,63,51
1,3,,22,24,98,,31,67,96,87,95,72,83,,,71,,87,,40,54,83,25,,97,85,70,38,67,,25,84,73,35,,61,,94,
0,1,25,87,43,13,56,37,60,85,84,86,71,40,30,19,41,7,16,88,95,24,19,70,,29,,100,50,55,,53,,40,83,,20,,83,
1,1,75,85,,36,83,34,,13,,95,,22,16,44,79,91,97,,69,,41,34,23,12,88,58,,66,,41,,81,63,12,84,,68,
0,1,68,49,89,57,70,42,9,32,,99,,47,81,97,1,,41,64,81,60,42,40,21,90,55,13,,73,,47,,9,70,26,13,,11,
1,4,9,86,,21,67,96,,9,98,17,51,55,7,61,81,2,56,,17,,30,85,56,92,,58,,50,,92,,8,7,,85,,12,
0,3,97,76,85,89,83,16,27,21,76,30,30,88,11,78,60,68,38,,34,88,59,76,19,73,96,54,20,46,84,79,,64,57,56,55,98,75,
0,2,79,58,75,28,50,41,64,86,,45,,76,50,97,2,,77,,45,50,54,32,14,19,45,79,,58,53,83,20,96,18,35,93,9,19,
0,4,40,31,,69,75,26,,48,48,31,68,80,7,93,97,,58,,69,,9,29,,66,44,48,10,75,,27,,76,56,,14,,10,
1,1,3,3,,18,22,12,,61,81,94,83,36,28,43,91,,6,,42,,20,13,35,65,80,42,,40,36,18,,24,84,,14,26,26,
1,3,,,40,78,,84,61,70,26,50,63,94,,,23,,35,,3,87,23,56,86,85,66,10,,76,,62,59,77,83,87,70,,16,
1,3,4,63,52,74,98,97,90,13,23,18,37,42,40,7,67,24,97,,92,6,8,12,62,8,,57,24,43,,93,,67,68,1,40,,33,
0,4,10,97,2,69,39,43,89,81,73,25,57,29,43,74,90,,44,29,1,57,42,100,100,25,41,11,2,43,,68,,38,54,,52,,32,
1,3,78,11,11,83,26,33,66,74,89,92,72,43,17,57,57,,31,74,4,70,92,62,3,1,23,71,40,51,,5,12,5,42,,13,,35,
1,3,35,60,75,95,49,100,71,72,5,14,35,27,6,97,61,,41,,6,28,100,29,88,85,,96,70,2,,22,,5,9,58,4,,95,
1,1,77,83,,18,13,78,,92,11,12,38,82,53,73,68,,41,,27,,7,12,59,32,34,24,81,55,,11,,78,17,73,75,,32,
1,4,2,20,,19,95,32,,63,8,52,89,43,23,43,61,,24,,98,,34,48,56,29,6,89,18,36,,68,,17,56,,60,,29,5
0,4,99,26,31,97,29,34,91,75,6,97,19,44,48,85,87,,13,,90,18,37,45,46,5,,14,,64,,10,,87,54,53,76,,24,
0,1,1,52,92,56,82,5,68,62,42,82,23,64,42,43,74,,17,,45,52,34,27,,8,,70,,20,,78,24,40,26,25,92,,56,
0,2,33,87,12,32,60,53,1,62,75,8,52,53,64,55,38,95,51,41,7,22,15,61,,99,8,86,,59,,51,92,40,18,3,28,,52,
1,2,48,23,45,57,65,17,91,98,72,76,70,94,18,11,82,67,86,,64,57,51,70,3,59,,91,88,67,,33,48,93,79,73,25,,59,
1,1,18,8,73,25,62,81,70,12,65,16,11,80,11,98,57,,14,,54,47,57,60,99,20,16,61,75,4,,68,,34,91,80,19,,83,
0,4,83,60,83,9,53,31,32,56,9,29,4,32,30,99,71,87,58,,44,16,79,96,64,65,18,30,,54,,24,21,15,26,,8,,60,
0,2,86,84,81,33,50,94,40,31,,81,,43,47,58,40,,30,84,74,73,45,66,46,15,96,13,41,12,,18,47,69,31,73,92,,43,
1,3,87,77,100,93,43,28,44,41,56,18,95,26,60,44,81,,60,,35,66,19,41,,39,91,55,,91,38,18,,13,85,70,26,24,26,
1,1,14,66,9,4,64,69,17,88,35,10,37,82,74,66,39,,86,,57,11,44,63,42,8,56,25,91,29,,50,,16,36,,94,,98,
0,4,43,69,14,25,79,10,76,44,88,19,20,11,35,97,56,58,66,,71,27,46,51,19,99,,44,17,94,,72,86,49,53,45,63,,70,
1,1,33,66,89,71,97,59,61,53,15,16,72,61,42,7,55,,95,31,43,10,20,94,64,76,19,50,,48,,72,,18,91,72,45,,19,
0,2,72,26,86,32,28,39,72,20,,45,,50,21,37,62,46,60,,64,35,27,44,,41,47,89,90,43,,66,98,16,28,,68,,91,
0,3,22,36,92,69,84,90,75,18,41,42,16,59,77,86,20,60,17,86,88,52,29,91,76,51,6,32,61,66,,35,,45,100,25,76,,50,
0,1,3,57,,23,28,96,,90,58,94,61,67,88,66,76,,85,,48,,50,88,98,16,98,23,91,3,,1,,89,27,57,64,,47,14
1,3,54,10,2,53,35,4,24,49,27,85,23,78,45,57,31,,96,,98,62,43,29,24,78,85,93,,96,,95,,23,66,28,29,,77,
0,4,21,71,34,80,49,47,86,34,41,80,6,87,1,58,25,28,63,88,2,88,62,45,93,52,,80,,11,,39,,58,61,,34,,34,
0,3,17,13,89,67,32,72,42,30,8,53,24,21,1,89,43,97,45,,31,2,73,1,89,34,74,5,,47,87,61,53,4,98,,34,99,96,
0,4,64,91,38,57,30,90,46,5,1,49,77,56,21,55,68,42,13,,14,30,71,76,72,45,59,7,,84,94,91,53,87,30,,78,62,16,
0,4,,26,47,57,,59,60,98,98,29,19,3,,,88,65,62,,56,68,49,58,58,85,45,77,59,75,,56,,17,83,,10,,42,
0,1,8,9,48,16,14,34,43,46,91,12,48,89,11,58,34,,43,,99,89,81,29,82,84,94,76,26,23,86,3,65,16,32,,80,8,70,
0,4,61,20,33,24,52,19,76,100,,83,,19,2,80,61,,79,41,15,2,91,28,58,36,55,64,77,71,,69,,70,93,83,77,,90,
0,1,,,7,70,,22,47,14,29,30,57,83,,,92,,22,79,67,17,5,97,,42,,24,32,80,,35,,27,12,,89,,74,
0,1,79,16,,11,74,96,,47,55,31,26,88,15,61,79,,46,,20,,58,96,10,100,,67,47,25,2,45,,76,31,,25,57,27,
0,2,,85,,68,,27,,20,,18,,39,,,8,,17,,54,,72,77,60,79,56,88,12,60,,84,,89,13,,4,,10,27
1,2,59,63,41,69,1,82,44,24,36,80,13,28,91,34,31,,14,28,1,13,69,74,66,29,,25,,100,,45,80,20,75,,7,,48,
1,1,50,59,18,21,93,60,34,82,60,31,17,71,86,91,98,,29,21,62,65,61,88,,51,78,90,,18,34,72,,77,34,,83,74,14,
0,3,52,7,,1,58,87,,73,72,18,97,36,21,85,23,,92,99,13,,22,82,82,91,,63,,29,,9,,48,17,,86,,24,
0,3,75,39,91,77,80,43,100,65,78,1,50,5,72,50,10,61,90,41,17,14,47,44,19,55,37,92,8,17,,24,72,4,56,,19,,26,
0,4,14,95,38,82,11,5,48,5,9,86,10,13,22,72,56,,60,,74,54,83,50,20,29,15,100,44,72,100,79,,19,46,,28,16,35,
0,1,82,35,35,40,69,97,50,77,38,37,91,39,17,44,13,,82,100,13,36,41,44,16,2,32,61,,31,39,17,8,29,50,50,70,15,2,
1,1,32,86,77,6,22,18,85,14,30,35,71,7,92,51,47,,35,,85,31,45,100,,20,,52,46,76,,37,,42,81,30,55,,73,90
1,4,50,74,29,49,66,87,29,33,25,74,60,29,80,46,10,,54,,25,81,36,90,89,21,,66,,39,,78,,90,44,98,92,,10,
0,1,38,77,86,79,8,59,25,40,,85,,75,88,7,82,,54,95,77,52,62,83,,90,85,15,,39,,4,,83,17,45,57,,32,
1,3,,80,,73,,81,,89,68,49,6,69,,,55,7,28,,16,,24,77,,75,,65,,64,,61,,32,43,48,77,,48,
1,1,12,83,,100,45,14,,46,59,12,58,40,20,85,55,,79,75,76,,13,52,95,88,71,75,2,88,79,94,,9,82,31,85,77,81,
0,2,27,63,49,68,88,63,19,90,,49,,98,51,46,53,,56,36,83,75,6,9,51,47,51,37,92,60,17,2,68,47,44,4,18,93,92,
1,1,44,93,19,22,14,57,76,60,,96,,80,3,52,72,61,4,,81,89,73,7,31,78,80,19,,11,13,73,,70,48,9,65,4,25,
1,1,88,90,86,69,70,32,36,60,96,75,61,61,99,71,99,,56,3,67,66,55,60,53,94,52,35,,67,,76,46,64,5,55,6,,26,
0,2,5,71,,8,17,100,,99,46,67,69,65,38,12,80,55,60,,94,,3,90,98,17,7,25,52,56,,5,,6,97,64,87,,5,67
1,4,66,55,91,34,92,83,89,91,,5,,73,8,5,11,,25,99,67,97,44,93,,39,30,8,,34,,55,,35,19,22,56,,45,
1,1,1,43,83,97,23,73,24,60,93,86,40,39,97,40,45,,90,,49,61,33,83,6,45,27,1,,87,38,76,,79,78,,96,10,12,
0,2,82,90,69,72,35,92,16,52,59,52,36,76,43,66,91,3,20,,56,74,89,51,7,100,,87,82,41,,19,,62,19,81,99,,21,
0,1,70,74,98,7,79,82,83,87,18,93,11,26,84,2,99,,48,84,38,60,80,20,85,54,81,68,,44,61,50,,35,58,,96,9,91,
0,3,83,58,81,75,44,15,34,16,71,71,73,66,85,85,70,,73,,11,36,47,27,25,69,,82,,40,95,31,,87,71,12,32,47,79,
0,3,75,75,88,36,2,19,44,20,45,99,91,18,71,31,7,,65,80,36,16,12,98,42,18,,4,90,97,,81,,41,7,86,27,,94,14
1,3,35,64,82,8,36,15,14,70,,74,,63,49,57,64,,13,57,12,74,84,10,69,66,95,64,,92,,31,,40,60,,86,,75,
0,2,48,6,28,66,42,6,45,29,53,90,12,10,66,100,25,,95,24,16,62,2,76,,91,91,75,55,73,,61,,44,62,,93,,6,
0,1,68,27,36,52,100,13,27,34,29,70,11,84,43,84,53,,8,,79,40,78,46,95,49,,91,88,69,,82,,64,58,76,94,,44,
1,4,84,31,15,83,39,68,2,100,37,37,48,7,7,7,61,70,63,,19,34,32,54,5,84,85,69,48,23,63,18,,66,70,,19,97,19,
0,1,,95,89,47,,41,80,84,32,47,85,12,,,58,61,95,,15,66,35,81,56,73,24,40,32,20,,68,,5,14,,28,,86,
0,1,44,51,11,11,66,25,92,73,10,30,2,42,4,70,18,,99,,16,63,51,69,75,6,,34,,45,,41,21,8,20,9,58,,80,
1,3,90,77,50,36,21,33,90,75,34,64,74,3,9,84,67,,90,,88,88,81,75,29,20,54,2,,18,,94,,44,67,58,47,,85,
0,3,86,86,,60,25,90,,8,42,10,27,66,95,94,72,,56,,28,,23,40,,20,,67,54,17,,3,,83,94,58,54,,22,
0,2,96,84,72,38,28,96,53,77,71,100,16,81,21,5,82,,15,,87,59,72,18,,40,,86,2,100,,14,64,95,60,69,11,,75,
0,3,25,9,6,30,15,52,4,65,6,61,61,18,13,29,70,,20,,82,95,55,22,66,89,,83,,79,13,36,,6,57,29,70,44,22,
0,2,73,,22,32,11,2,45,82,75,49,23,91,58,90,9,20,14,,81,42,98,28,78,55,30,79,,5,,50,,14,61,,50,,28,
1,2,63,14,83,66,65,29,51,42,,39,,52,61,67,33,,54,,68,78,23,57,48,82,11,42,5,63,52,25,,25,19,,9,44,23,
0,4,,34,39,11,,10,7,13,45,58,67,20,,,50,,97,78,14,52,37,8,12,55,,45,,54,,25,,14,28,,8,,76,
0,3,100,64,56,55,74,71,23,46,,99,,65,100,82,74,,62,,91,52,18,87,,57,,7,,10,,12,,36,68,60,28,,57,21
0,2,15,58,90,25,63,88,16,55,,43,,100,53,80,55,,10,,12,12,93,9,34,14,35,11,64,36,,87,27,20,1,7,31,,74,
0,1,67,59,94,27,26,5,67,22,51,7,72,16,55,80,11,,66,,15,38,87,4,61,62,92,82,69,28,,54,,82,18,,35,,84,
0,1,75,38,89,40,26,86,19,84,15,76,53,49,88,18,39,,99,68,21,20,4,90,99,92,88,52,48,38,,12,54,87,51,28,24,,45,
0,2,,98,11,30,,94,15,40,35,83,55,80,,,78,,45,,56,58,79,95,,58,53,48,,94,,93,,5,90,,77,,30,
0,3,74,77,59,41,56,23,57,54,,9,,82,91,53,81,,16,45,58,88,22,87,5,32,,20,,29,,75,,17,62,,96,,51,
0,4,4,29,47,12,83,23,45,17,3,62,81,44,77,93,97,,52,,94,2,61,89,,85,,63,,5,,1,7,56,1,65,32,,56,
1,4,49,7,72,95,36,76,64,66,34,62,1,75,97,90,18,,1,34,6,83,30,49,,73,,79,,95,,65,,31,8,,92,,93,
1,4,,33,50,93,,60,65,50,18,88,80,94,,,64,,9,,10,66,64,60,,92,40,76,97,36,,81,,4,8,81,13,,91,
0,3,3,7,48,82,51,49,17,14,85,76,96,96,7,93,33,,9,,46,37,39,68,,75,,30,44,95,,21,,51,79,,27,,58,
1,2,,92,26,66,,40,43,21,96,99,66,24,,,28,,71,64,50,86,33,92,82,39,,37,,93,,62,,21,74,,25,,42,
0,3,4,77,97,8,24,82,71,87,91,52,96,90,22,6,21,69,25,69,79,42,4,3,1,98,92,26,,52,,20,46,50,25,60,7,,95,
0,1,5,32,,20,92,34,,76,95,86,2,28,95,6,61,89,46,,38,,60,40,,44,50,40,26,65,,34,6,36,82,79,33,,38,
0,4,51,13,26,85,68,15,15,53,33,87,7,88,66,41,40,,18,,15,9,43,27,10,6,10,31,67,96,,74,,33,19,,32,,54,
1,4,56,74,17,30,45,76,70,30,,64,,2,83,47,98,28,11,,39,84,15,41,42,79,,36,80,62,,1,,73,13,,85,,79,
1,4,3,30,55,39,59,2,30,26,,18,,87,23,88,70,,32,99,44,32,65,74,46,30,,89,,40,,46,,56,65,85,79,,77,
0,1,94,7,10,84,46,76,45,51,,34,,30,49,76,39,94,25,10,31,45,96,88,77,22,,34,,54,42,52,,18,55,23,99,13,78,
1,2,89,93,50,88,31,79,98,58,70,78,31,5,96,16,6,,65,68,72,80,36,65,,51,5,88,66,11,,99,,75,40,,22,,81,
1,4,51,24,3,7,55,13,17,40,,62,,22,28,74,18,39,89,,100,30,21,68,36,77,,99,,79,,97,4,73,22,,99,,86,
0,2,34,44,56,44,58,30,94,55,49,34,24,61,27,45,20,,99,50,75,57,52,83,,69,,51,84,95,29,49,71,8,21,,15,4,18,
0,1,15,38,97,86,11,5,70,90,59,82,4,15,12,6,32,,22,,83,6,98,12,6,23,6,46,70,31,,24,,47,92,43,97,,90,
0,2,12,97,92,83,68,82,79,18,,93,,66,48,86,82,,69,,89,14,88,88,72,53,3,40,26,7,,14,,12,69,,80,,53,
1,2,71,10,21,62,90,34,49,16,94,79,8,30,42,99,12,40,53,96,57,9,7,54,3,94,,82,57,27,,20,2,20,89,,18,,75,
0,3,81,45,100,15,33,62,6,96,,38,,77,9,90,85,72,2,,11,45,67,27,44,38,62,88,35,36,29,82,,22,93,54,76,35,85,99
0,1,29,,2,9,95,4,35,39,,99,,100,13,17,88,,1,,36,53,78,87,15,15,33,82,,67,,23,,18,43,,81,,76,
1,3,55,24,32,40,73,79,86,52,,75,,83,32,18,68,,38,,86,85,49,33,,9,97,44,,86,,52,,78,33,,22,,35,
1,2,52,40,11,9,93,23,48,39,,65,,95,93,33,73,,65,,99,81,86,13,22,49,14,16,,36,,40,,49,86,,38,,59,
0,1,33,20,35,99,43,89,47,97,36,37,50,78,85,87,71,,56,,16,49,63,76,1,68,,64,27,11,,62,,73,22,64,57,,50,
1,4,,15,82,32,,39,3,21,,7,,51,,,86,,25,,26,49,26,87,,13,33,9,,78,,55,,19,100,28,11,,25,
1,4,33,83,,15,18,94,,37,25,34,45,73,57,34,83,,6,,46,,74,64,27,11,78,26,70,38,,60,,74,33,30,7,,29,
1,4,47,95,81,15,96,82,72,7,69,24,15,34,81,4,86,29,5,,86,85,31,50,85,73,,11,,91,,62,52,73,63,,67,,5,
1,1,,49,14,48,,55,56,71,90,35,37,82,,,54,,64,25,7,88,11,30,99,84,,39,23,90,,45,,19,26,20,26,,83,
1,2,79,55,28,3,41,76,64,75,,88,,83,24,98,16,62,70,,23,51,63,73,70,58,22,46,86,46,24,13,21,68,17,,57,87,98,
1,3,78,58,,48,63,60,,88,70,23,54,9,1,1,30,,4,,37,,54,15,11,8,,76,,98,,92,,37,18,,75,,30,
1,2,82,19,10,1,47,100,49,39,2,24,29,29,45,41,100,,73,,18,58,25,94,48,64,72,33,83,74,67,45,,6,89,,6,40,22,
1,4,7,16,1,24,16,29,64,92,30,85,40,83,93,14,57,,5,,99,53,54,52,,78,,82,34,98,,95,22,39,23,59,12,,58,
1,3,56,56,66,44,89,12,68,55,94,87,34,50,99,16,23,,22,,6,33,77,94,77,25,,99,41,33,,69,94,39,33,,71,,65,
1,1,56,3,24,54,98,72,9,23,51,78,58,58,35,32,81,,99,,83,1,50,31,26,68,54,52,14,78,,53,,8,31,65,64,,18,
1,2,17,7,68,80,37,37,65,72,88,15,50,49,18,65,97,,18,36,49,99,34,87,91,67,59,86,,70,,65,,26,76,84,96,,77,
1,4,94,28,99,1,48,59,74,86,78,72,22,45,21,37,91,,88,,78,56,8,48,,51,,2,,81,,36,,72,54,,53,,60,
1,4,22,61,96,91,8,98,23,66,6,80,34,59,41,60,28,,81,,44,77,18,32,70,42,,49,99,17,60,87,38,74,48,25,39,43,41,
0,3,45,71,49,70,17,51,42,45,,6,,41,82,5,41,,71,,90,31,37,9,53,4,,87,,51,,60,99,95,72,30,55,,90,
0,4,79,65,36,71,15,94,10,82,74,86,71,23,77,63,50,,2,,34,62,3,59,9,13,54,9,14,65,,34,91,8,84,9,85,,29,
0,1,12,46,70,54,92,60,35,86,14,25,88,91,73,26,18,52,57,23,72,43,36,67,70,38,5,12,,33,,27,,50,18,13,2,,5,
1,3,40,9,57,39,91,36,86,89,,47,,82,91,53,28,,22,10,81,79,91,44,94,84,66,18,,4,,96,55,71,42,21,48,,70,
0,1,,3,72,80,,83,50,62,,15,,10,,,28,,97,68,95,14,8,63,,75,,20,82,39,54,90,,7,42,,37,39,16,
0,2,44,48,8,89,48,87,87,34,11,43,96,26,31,42,84,74,61,,62,25,21,35,,29,,51,,88,43,86,79,79,55,79,71,6,85,
1,1,51,4,,7,58,1,,27,,48,,86,92,50,18,,66,,66,,22,59,,98,85,52,53,99,7,23,,18,18,,17,25,1,
0,1,20,98,,45,18,32,,62,62,16,13,86,63,97,64,,19,,47,,35,6,91,90,69,41,1,17,,15,,15,66,,76,,49,
0,1,32,33,98,42,80,21,21,23,,42,,62,92,62,53,,20,,59,57,49,77,,69,,55,,44,,82,44,51,38,,92,,31,
0,4,5,33,87,17,79,91,37,95,71,31,10,76,35,71,22,,18,,4,53,53,88,79,67,,36,89,33,2,44,21,90,12,70,81,16,71,
1,2,43,42,70,34,91,70,13,70,43,61,19,21,86,47,96,,53,,63,39,65,28,65,24,25,90,,1,91,55,15,55,41,,71,51,78,
0,1,60,6,31,48,54,76,49,35,5,93,22,52,55,8,89,,8,,72,57,10,73,75,55,41,8,,19,,74,,89,29,,89,,4,
1,1,,46,87,42,,57,38,65,,85,,38,,,80,43,56,,83,99,92,14,7,84,,11,29,100,,60,76,34,29,,26,,98,
0,3,68,84,,26,26,14,,88,,71,,70,94,79,24,,26,,6,,2,82,51,13,,8,,48,,78,,83,58,,55,,22,81
0,3,16,83,,73,51,11,,8,,35,,28,85,16,81,,33,,35,,13,20,54,44,13,28,7,57,,91,50,83,15,,35,,62,
0,2,70,19,93,8,28,39,69,5,,93,,54,17,64,65,,15,,80,31,11,12,3,17,54,66,4,94,,21,19,66,97,,25,,67,
0,1,23,45,81,45,12,25,94,31,39,38,57,10,13,98,21,,6,,38,61,92,75,96,33,,8,,28,21,83,16,11,8,,7,4,12,
1,2,70,30,15,11,26,53,16,37,84,67,40,57,17,74,82,,43,3,58,57,23,1,72,71,33,43,,68,,27,,64,46,,54,,96,
1,2,84,57,67,61,9,61,37,83,64,91,25,13,52,81,72,,71,,16,99,93,26,,52,84,51,47,31,,77,,37,36,,24,,76,
1,2,31,46,72,50,37,83,35,100,,12,,58,84,39,26,,50,,34,2,45,87,10,89,,73,77,81,11,6,,38,5,83,8,61,60,
1,4,69,,82,53,70,15,42,90,5,76,3,87,62,48,78,,24,32,44,31,11,22,46,59,31,44,46,98,,64,,23,14,76,5,,65,
0,2,100,100,78,31,86,24,27,50,,32,,97,21,41,51,,71,,82,53,46,57,,50,17,92,,90,,58,,84,15,14,60,,98,
1,3,3,48,71,9,79,55,93,14,37,36,89,70,83,82,81,,50,,97,75,55,82,79,89,74,74,,95,18,71,,72,89,27,90,88,30,
0,2,27,87,25,51,80,20,94,88,100,71,69,70,36,43,71,,68,57,4,47,25,24,28,16,53,27,,72,99,64,85,92,64,21,56,33,95,
1,1,21,55,2,32,94,91,56,13,93,91,62,41,83,75,25,,61,85,10,53,92,58,,42,21,71,58,73,,10,,67,44,80,25,,21,
1,4,21,1,42,62,69,10,71,74,,42,,56,96,31,59,99,53,,72,65,41,6,96,77,69,37,71,64,58,31,,38,5,29,66,38,34,
0,1,61,7,45,7,71,33,92,18,,71,,62,90,62,64,,78,,74,61,87,4,,38,15,34,,64,24,61,,46,92,,94,56,98,98
1,3,79,67,21,35,4,26,100,66,5,54,59,92,86,8,87,,19,,80,69,68,49,11,47,,28,,21,,56,,52,63,,67,,27,
0,2,65,56,28,33,49,86,71,87,40,46,17,85,1,3,46,,15,83,87,15,69,17,47,49,36,86,95,86,,93,,96,19,90,80,,65,
0,1,72,8,4,25,70,79,2,38,21,86,54,84,22,35,84,,22,35,79,58,45,46,76,9,50,42,67,77,,90,,23,28,,3,,13,
1,1,66,91,23,55,5,86,27,71,63,78,88,79,45,35,80,65,29,,89,3,16,13,96,46,33,58,83,59,,7,,50,76,,96,,8,
0,3,50,83,46,5,61,12,14,71,30,78,31,81,11,82,25,,45,,66,60,78,50,93,44,75,14,,44,,35,44,34,91,,78,,57,
1,1,22,63,65,95,42,44,81,93,15,1,37,75,12,54,92,,83,24,34,10,13,39,,97,70,41,,46,,22,,62,54,99,96,,10,
0,4,5,84,18,74,78,38,78,75,31,71,82,59,17,54,80,,48,,77,57,30,4,79,25,,87,,41,46,79,,40,20,,12,91,99,
0,3,5,48,,69,58,82,,41,93,29,13,46,59,63,71,,13,,21,,49,43,60,87,,90,,30,,17,,11,70,27,77,,34,45
0,1,33,36,18,81,65,32,58,75,,57,,78,77,49,4,,2,,5,5,76,72,68,44,41,91,60,63,,94,,77,23,,28,,44,
1,1,21,56,69,12,77,71,60,23,87,12,51,39,83,36,37,,68,10,67,58,74,39,56,37,81,57,85,32,91,74,49,39,60,,67,67,38,
0,3,45,12,67,14,26,31,49,43,37,36,96,51,21,94,49,,20,,52,74,40,15,10,90,54,1,37,94,,73,8,2,79,60,66,,24,
0,3,17,87,58,71,84,37,39,19,16,23,34,93,45,86,36,,5,79,3,31,90,56,80,80,73,12,59,33,,82,,46,64,,76,,56,6
1,1,23,64,71,93,19,44,41,66,48,42,100,23,8,22,53,41,15,23,14,42,13,89,37,23,3,95,,71,57,85,,9,42,,52,34,50,
1,2,,18,23,89,,81,2,56,21,28,93,55,,,71,,2,11,52,62,31,80,86,32,,24,,35,38,92,37,53,84,7,90,72,79,
0,2,40,74,62,5,40,70,77,50,51,91,34,56,3,32,60,23,82,,9,89,12,44,43,99,,6,51,25,,57,,40,90,,84,,68,
1,1,1,96,13,59,37,86,45,12,98,75,53,43,16,26,62,,84,,52,89,63,75,92,72,,2,77,61,,81,23,21,52,,13,,46,
1,4,11,63,58,70,8,34,54,74,32,19,1,96,46,6,78,51,4,,65,79,67,20,30,30,26,64,56,65,24,92,19,51,92,7,29,78,3,74
0,1,82,32,1,91,62,30,59,30,49,52,41,20,65,54,3,,35,67,82,76,8,42,,46,,96,52,99,25,38,,13,16,,2,17,17,
1,2,25,40,,2,64,40,,7,77,30,82,49,1,41,5,,80,33,73,,4,92,18,55,14,37,,50,22,67,,12,34,70,76,69,65,
1,3,67,,,90,15,77,,64,14,35,28,15,75,3,3,,2,76,59,,75,98,31,25,75,73,31,71,,13,,28,68,17,86,,3,
1,3,92,73,63,69,4,7,26,63,,64,,60,47,57,84,,68,,94,90,6,30,47,36,,74,61,29,,97,,52,25,50,6,,26,
1,2,,57,37,100,,7,3,70,,95,,10,,,64,,25,60,34,12,7,45,91,25,11,1,9,3,,75,,38,93,,100,,56,
1,3,54,70,5,76,46,97,14,21,86,51,27,11,26,99,67,,95,,96,93,12,36,13,3,82,71,6,70,,43,,25,89,63,33,,54,
1,4,4,19,66,11,52,1,39,98,32,8,56,42,30,94,90,,97,,73,69,20,48,,39,76,38,,42,,75,,23,36,,64,,19,
1,3,25,86,55,30,45,40,68,73,,11,,69,21,24,32,,28,18,81,57,42,81,29,55,17,50,58,37,,44,,98,75,97,34,,63,
